Timestamp,Run,Engine,Config,Task,Expected Instances,Recorded Instances,Orig Correct,Orig Accuracy,Clean Correct,Clean Accuracy
2026-05-24 18:45:58,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,24,0.6
2026-05-24 18:46:25,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,91,0.56875
2026-05-24 18:46:39,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,20,0.5
2026-05-24 18:47:05,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,106,0.6625
2026-05-24 18:47:17,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,34,0.85
2026-05-24 18:47:45,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,120,0.75
2026-05-24 18:47:59,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,29,0.725
2026-05-24 18:48:21,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,115,0.71875
2026-05-24 18:48:57,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,1,0.025
2026-05-24 18:50:43,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,159,1,0.00625,11,0.06875
2026-05-24 18:51:49,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,158,3,0.01875,24,0.15
2026-05-24 18:52:09,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,3,0.075
2026-05-24 18:52:24,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,20,0.5
2026-05-24 18:52:54,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,3,0.01875,87,0.54375
2026-05-24 18:53:30,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,78,1,0.0125,6,0.075
2026-05-24 18:54:21,run1,qwen/qwen3-32b_reasoning,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,114,2,0.016666666666666666,10,0.08333333333333333
2026-05-24 18:54:37,run1,qwen/qwen3-32b,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,26,0.65
2026-05-24 18:55:01,run1,qwen/qwen3-32b,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,159,2,0.0125,128,0.8
2026-05-24 18:55:20,run1,qwen/qwen3-32b,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,27,0.675
2026-05-24 18:55:38,run1,qwen/qwen3-32b,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,119,0.74375
2026-05-24 18:55:52,run1,qwen/qwen3-32b,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,23,0.575
2026-05-24 18:56:14,run1,qwen/qwen3-32b,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,159,1,0.00625,89,0.55625
2026-05-24 18:56:26,run1,qwen/qwen3-32b,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,31,0.775
2026-05-24 18:56:46,run1,qwen/qwen3-32b,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,157,1,0.00625,107,0.66875
2026-05-24 18:57:02,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,31,0.775
2026-05-24 18:57:52,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,159,1,0.00625,124,0.775
2026-05-24 18:58:04,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,39,0,0.0,24,0.6
2026-05-24 18:58:30,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,159,3,0.01875,110,0.6875
2026-05-24 18:58:54,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,39,1,0.025,2,0.05
2026-05-24 19:00:03,run1,qwen/qwen3-32b,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,146,2,0.0125,17,0.10625
2026-05-24 19:00:16,run1,qwen/qwen3-32b,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,24,0.6
2026-05-24 19:00:38,run1,qwen/qwen3-32b,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,1,0.00625,95,0.59375
2026-05-24 19:00:52,run1,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,25,0.625
2026-05-24 19:01:24,run1,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,159,0,0.0,94,0.5875
2026-05-24 19:01:39,run1,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,31,0.775
2026-05-24 19:02:02,run1,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,157,0,0.0,123,0.76875
2026-05-24 19:02:16,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,39,1,0.025,26,0.65
2026-05-24 19:02:46,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,158,2,0.0125,107,0.66875
2026-05-24 19:03:14,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,39,0,0.0,2,0.05
2026-05-24 19:05:36,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,154,1,0.00625,14,0.0875
2026-05-24 19:05:57,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,38,0,0.0,2,0.05
2026-05-24 19:06:50,run1,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,153,3,0.01875,25,0.15625
2026-05-24 19:07:04,run1,qwen/qwen3-32b,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,39,0,0.0,16,0.4
2026-05-24 19:07:43,run1,qwen/qwen3-32b,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,154,0,0.0,93,0.58125
2026-05-24 19:08:32,run1,qwen/qwen3-32b,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,78,0,0.0,5,0.0625
2026-05-24 19:09:32,run1,qwen/qwen3-32b,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,116,0,0.0,11,0.09166666666666666
2026-05-24 19:10:01,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,4,0.1,18,0.45
2026-05-24 19:11:09,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,70,0.4375,70,0.4375
2026-05-24 19:11:23,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,6,0.15,25,0.625
2026-05-24 19:11:53,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,106,0.6625
2026-05-24 19:12:05,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,19,0.475,19,0.475
2026-05-24 19:12:26,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,159,4,0.025,76,0.475
2026-05-24 19:12:40,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,11,0.275,11,0.275
2026-05-24 19:13:32,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,156,60,0.375,60,0.375
2026-05-24 19:13:51,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,18,0.45
2026-05-24 19:14:41,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,156,17,0.10625,73,0.45625
2026-05-24 19:14:58,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,12,0.3
2026-05-24 19:15:47,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,159,4,0.025,59,0.36875
2026-05-24 19:16:11,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,5,0.125
2026-05-24 19:17:33,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,159,3,0.01875,23,0.14375
2026-05-24 19:17:47,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,24,0.6
2026-05-24 19:18:14,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,158,10,0.0625,83,0.51875
2026-05-24 19:18:32,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,13,0.325
2026-05-24 19:19:29,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,9,0.05625,60,0.375
2026-05-24 19:19:47,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,2,0.05,11,0.275
2026-05-24 19:20:21,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,159,8,0.05,70,0.4375
2026-05-24 19:20:44,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,4,0.1,19,0.475
2026-05-24 19:21:24,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,4,0.025,59,0.36875
2026-05-24 19:21:50,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,4,0.1
2026-05-24 19:23:14,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,159,4,0.025,12,0.075
2026-05-24 19:23:36,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,3,0.075,11,0.275
2026-05-24 19:24:44,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,25,0.15625
2026-05-24 19:25:16,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,40,4,0.1,6,0.15
2026-05-24 19:26:40,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,157,4,0.025,32,0.2
2026-05-24 19:27:58,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,80,2,0.025,3,0.0375
2026-05-24 19:29:47,run1,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,116,1,0.008333333333333333,6,0.05
2026-05-24 19:29:59,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,6,0.15
2026-05-24 19:30:26,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,24,0.15
2026-05-24 19:30:39,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,24,0.6
2026-05-24 19:30:59,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,3,0.01875,103,0.64375
2026-05-24 19:31:12,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,20,0.5
2026-05-24 19:31:29,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,95,0.59375
2026-05-24 19:31:55,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,10,0.25
2026-05-24 19:33:01,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,29,0.18125
2026-05-24 19:33:22,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,2,0.05
2026-05-24 19:33:53,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,5,0.03125
2026-05-24 19:34:06,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,10,0.25
2026-05-24 19:34:29,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,4,0.025,37,0.23125
2026-05-24 19:35:00,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 19:36:45,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,1,0.00625
2026-05-24 19:36:58,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,27,0.675
2026-05-24 19:37:15,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,3,0.01875,101,0.63125
2026-05-24 19:37:47,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,9,0.225
2026-05-24 19:39:36,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,3,0.01875,38,0.2375
2026-05-24 19:40:18,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,7,0.175
2026-05-24 19:42:30,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,27,0.16875
2026-05-24 19:42:46,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,7,0.175
2026-05-24 19:43:10,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,3,0.01875,36,0.225
2026-05-24 19:43:51,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,1,0.025
2026-05-24 19:46:19,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,3,0.01875,1,0.00625
2026-05-24 19:46:56,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 19:48:50,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,1,0.00625,0,0.0
2026-05-24 19:49:31,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,2,0.05
2026-05-24 19:51:42,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,16,0.1
2026-05-24 19:53:15,run1,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,120,2,0.016666666666666666,0,0.0
2026-05-24 19:53:47,run1,openai/gpt-5-mini,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,151,0.94375,151,0.94375
2026-05-24 19:54:24,run1,openai/gpt-5-mini,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,138,0.8625,138,0.8625
2026-05-24 19:54:53,run1,openai/gpt-5-mini,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,142,0.8875,151,0.94375
2026-05-24 19:55:24,run1,openai/gpt-5-mini,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,154,0.9625,154,0.9625
2026-05-24 19:55:54,run1,openai/gpt-5-mini,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,147,0.91875,157,0.98125
2026-05-24 19:56:29,run1,openai/gpt-5-mini,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,112,0.7,152,0.95
2026-05-24 19:57:12,run1,openai/gpt-5-mini,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,122,0.7625,124,0.775
2026-05-24 19:57:43,run1,openai/gpt-5-mini,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,142,0.8875,142,0.8875
2026-05-24 19:58:14,run1,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,142,0.8875,154,0.9625
2026-05-24 19:58:52,run1,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,152,0.95,152,0.95
2026-05-24 19:59:23,run1,openai/gpt-5-mini,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,145,0.90625,145,0.90625
2026-05-24 19:59:56,run1,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,149,0.93125,149,0.93125
2026-05-24 20:00:33,run1,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,87,0.54375,87,0.54375
2026-05-24 20:01:07,run1,openai/gpt-5-mini,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,150,0.9375,150,0.9375
2026-05-24 20:02:03,run1,openai/gpt-5-mini,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,120,65,0.5416666666666666,65,0.5416666666666666
2026-05-24 20:02:34,run1,openai/gpt-4.1-mini,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,20,0.125,20,0.125
2026-05-24 20:03:04,run1,openai/gpt-4.1-mini,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,44,0.275,44,0.275
2026-05-24 20:03:39,run1,openai/gpt-4.1-mini,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,34,0.2125,59,0.36875
2026-05-24 20:04:27,run1,openai/gpt-4.1-mini,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,9,0.05625,9,0.05625
2026-05-24 20:05:18,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,9,0.05625,13,0.08125
2026-05-24 20:06:03,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,18,0.1125,22,0.1375
2026-05-24 20:06:43,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 20:07:16,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,43,0.26875,47,0.29375
2026-05-24 20:08:33,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,10,0.0625,10,0.0625
2026-05-24 20:09:26,run1,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,18,0.1125,18,0.1125
2026-05-24 20:10:06,run1,openai/gpt-4.1-mini,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,11,0.06875,11,0.06875
2026-05-24 20:11:33,run1,openai/gpt-4.1-mini,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 20:12:16,run1,openai/gpt-4.1-mini,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,2,0.0125,1,0.00625
2026-05-24 20:13:43,run1,openai/gpt-4.1-mini,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,11,0.06875,16,0.1
2026-05-24 20:14:40,run1,openai/gpt-4.1-mini,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,120,0,0.0,0,0.0
2026-05-24 20:14:57,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,33,0.825,33,0.825
2026-05-24 20:15:21,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,131,0.81875,131,0.81875
2026-05-24 20:15:34,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,29,0.725,29,0.725
2026-05-24 20:15:53,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,121,0.75625,121,0.75625
2026-05-24 20:16:05,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,39,22,0.55,22,0.55
2026-05-24 20:16:26,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,103,0.64375,103,0.64375
2026-05-24 20:16:44,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,23,0.575,23,0.575
2026-05-24 20:17:06,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,106,0.6625,106,0.6625
